Id;Segment;Country;Product;DiscountBand;UnitsSold;ManufacturingPrice;SalePrice;GrossSales;Discounts;Sales;COGS;Profit;Date;MonthNumber;MonthName;Year
188;Enterprise;Mexico;Montana;Low;1138.0;5.0;125.0;142250.0;5690.0;136560.0;136560.0;0.0;2014-12-01;12.0;December;2014.0
189;Government;Canada;Paseo;Low;4251.0;10.0;7.0;29757.0;1190.28;28566.72;21255.0;7311.7199999999975;2014-01-01;1.0;January;2014.0
190;Enterprise;Germany;Paseo;Low;795.0;10.0;125.0;99375.0;3975.0;95400.0;95400.0;0.0;2014-03-01;3.0;March;2014.0
191;Small Business;Germany;Paseo;Low;1414.5;10.0;300.0;424350.0;16974.0;407376.0;353625.0;53751.0;2014-04-01;4.0;April;2014.0
192;Small Business;United States of America;Paseo;Low;2918.0;10.0;300.0;875400.0;35016.0;840384.0;729500.0;110884.0;2014-05-01;5.0;May;2014.0
193;Government;United States of America;Paseo;Low;3450.0;10.0;350.0;1207500.0;48300.0;1159200.0;897000.0;262200.0;2014-07-01;7.0;July;2014.0
194;Enterprise;France;Paseo;Low;2988.0;10.0;125.0;373500.0;14940.0;358560.0;358560.0;0.0;2014-07-01;7.0;July;2014.0
195;Midmarket;Canada;Paseo;Low;218.0;10.0;15.0;3270.0;130.8;3139.2;2180.0;959.1999999999997;2014-09-01;9.0;September;2014.0
196;Government;Canada;Paseo;Low;2074.0;10.0;20.0;41480.0;1659.2;39820.8;20740.0;19080.800000000007;2014-09-01;9.0;September;2014.0
197;Government;United States of America;Paseo;Low;1056.0;10.0;20.0;21120.0;844.8;20275.2;10560.0;9715.2;2014-09-01;9.0;September;2014.0
198;Midmarket;United States of America;Paseo;Low;671.0;10.0;15.0;10065.0;402.6;9662.4;6710.0;2952.4;2013-10-01;10.0;October;2013.0
199;Midmarket;Mexico;Paseo;Low;1514.0;10.0;15.0;22710.0;908.4;21801.6;15140.0;6661.5999999999985;2013-10-01;10.0;October;2013.0
200;Government;United States of America;Paseo;Low;274.0;10.0;350.0;95900.0;3836.0;92064.0;71240.0;20824.0;2014-12-01;12.0;December;2014.0
201;Enterprise;Mexico;Paseo;Low;1138.0;10.0;125.0;142250.0;5690.0;136560.0;136560.0;0.0;2014-12-01;12.0;December;2014.0
202;Channel Partners;United States of America;Velo;Low;1465.0;120.0;12.0;17580.0;703.2;16876.8;4395.0;12481.8;2014-03-01;3.0;March;2014.0
203;Government;Canada;Velo;Low;2646.0;120.0;20.0;52920.0;2116.8;50803.2;26460.0;24343.2;2013-09-01;9.0;September;2013.0
204;Government;France;Velo;Low;2177.0;120.0;350.0;761950.0;30478.0;731472.0;566020.0;165452.0;2014-10-01;10.0;October;2014.0
205;Channel Partners;France;VTT;Low;866.0;250.0;12.0;10392.0;415.68;9976.32;2598.0;7378.32;2014-05-01;5.0;May;2014.0
206;Government;United States of America;VTT;Low;349.0;250.0;350.0;122150.0;4886.0;117264.0;90740.0;26524.0;2013-09-01;9.0;September;2013.0
207;Government;France;VTT;Low;2177.0;250.0;350.0;761950.0;30478.0;731472.0;566020.0;165452.0;2014-10-01;10.0;October;2014.0
208;Midmarket;Mexico;VTT;Low;1514.0;250.0;15.0;22710.0;908.4;21801.6;15140.0;6661.5999999999985;2013-10-01;10.0;October;2013.0
209;Government;Mexico;Amarilla;Low;1865.0;260.0;350.0;652750.0;26110.0;626640.0;484900.0;141740.0;2014-02-01;2.0;February;2014.0
210;Enterprise;Mexico;Amarilla;Low;1074.0;260.0;125.0;134250.0;5370.0;128880.0;128880.0;0.0;2014-04-01;4.0;April;2014.0
211;Government;Germany;Amarilla;Low;1907.0;260.0;350.0;667450.0;26698.0;640752.0;495820.0;144932.0;2014-09-01;9.0;September;2014.0
212;Midmarket;United States of America;Amarilla;Low;671.0;260.0;15.0;10065.0;402.6;9662.4;6710.0;2952.4;2013-10-01;10.0;October;2013.0
213;Government;Canada;Amarilla;Low;1778.0;260.0;350.0;622300.0;24892.0;597408.0;462280.0;135128.0;2013-12-01;12.0;December;2013.0
214;Government;Germany;Montana;Medium;1159.0;5.0;7.0;8113.0;405.65;7707.35;5795.0;1912.3500000000006;2013-10-01;10.0;October;2013.0
215;Government;Germany;Paseo;Medium;1372.0;10.0;7.0;9604.0;480.2;9123.8;6860.0;2263.7999999999993;2014-01-01;1.0;January;2014.0
216;Government;Canada;Paseo;Medium;2349.0;10.0;7.0;16443.0;822.15;15620.85;11745.0;3875.85;2013-09-01;9.0;September;2013.0
217;Government;Mexico;Paseo;Medium;2689.0;10.0;7.0;18823.0;941.15;17881.85;13445.0;4436.8499999999985;2014-10-01;10.0;October;2014.0
218;Channel Partners;Canada;Paseo;Medium;2431.0;10.0;12.0;29172.0;1458.6;27713.4;7293.0;20420.4;2014-12-01;12.0;December;2014.0
219;Channel Partners;Canada;Velo;Medium;2431.0;120.0;12.0;29172.0;1458.6;27713.4;7293.0;20420.4;2014-12-01;12.0;December;2014.0
220;Government;Mexico;VTT;Medium;2689.0;250.0;7.0;18823.0;941.15;17881.85;13445.0;4436.8499999999985;2014-10-01;10.0;October;2014.0
221;Government;Mexico;Amarilla;Medium;1683.0;260.0;7.0;11781.0;589.05;11191.95;8415.0;2776.950000000001;2014-07-01;7.0;July;2014.0
222;Channel Partners;Mexico;Amarilla;Medium;1123.0;260.0;12.0;13476.0;673.8;12802.2;3369.0;9433.2;2014-08-01;8.0;August;2014.0
223;Government;Germany;Amarilla;Medium;1159.0;260.0;7.0;8113.0;405.65;7707.35;5795.0;1912.3500000000006;2013-10-01;10.0;October;2013.0
224;Channel Partners;France;Carretera;Medium;1865.0;3.0;12.0;22380.0;1119.0;21261.0;5595.0;15666.0;2014-02-01;2.0;February;2014.0
225;Channel Partners;Germany;Carretera;Medium;1116.0;3.0;12.0;13392.0;669.6;12722.4;3348.0;9374.4;2014-02-01;2.0;February;2014.0
226;Government;France;Carretera;Medium;1563.0;3.0;20.0;31260.0;1563.0;29697.0;15630.0;14067.0;2014-05-01;5.0;May;2014.0
227;Small Business;United States of America;Carretera;Medium;991.0;3.0;300.0;297300.0;14865.0;282435.0;247750.0;34685.0;2014-06-01;6.0;June;2014.0
228;Government;Germany;Carretera;Medium;1016.0;3.0;7.0;7112.0;355.6;6756.4;5080.0;1676.3999999999994;2013-11-01;11.0;November;2013.0
229;Midmarket;Mexico;Carretera;Medium;2791.0;3.0;15.0;41865.0;2093.25;39771.75;27910.0;11861.75;2014-11-01;11.0;November;2014.0
230;Government;United States of America;Carretera;Medium;570.0;3.0;7.0;3990.0;199.5;3790.5;2850.0;940.5;2014-12-01;12.0;December;2014.0
231;Government;France;Carretera;Medium;2487.0;3.0;7.0;17409.0;870.45;16538.55;12435.0;4103.549999999998;2014-12-01;12.0;December;2014.0
232;Government;France;Montana;Medium;1384.5;5.0;350.0;484575.0;24228.75;460346.25;359970.0;100376.25;2014-01-01;1.0;January;2014.0
233;Enterprise;United States of America;Montana;Medium;3627.0;5.0;125.0;453375.0;22668.75;430706.25;435240.0;-4533.75;2014-07-01;7.0;July;2014.0
234;Government;Mexico;Montana;Medium;720.0;5.0;350.0;252000.0;12600.0;239400.0;187200.0;52200.0;2013-09-01;9.0;September;2013.0
235;Channel Partners;Germany;Montana;Medium;2342.0;5.0;12.0;28104.0;1405.2;26698.8;7026.0;19672.8;2014-11-01;11.0;November;2014.0
236;Small Business;Mexico;Montana;Medium;1100.0;5.0;300.0;330000.0;16500.0;313500.0;275000.0;38500.0;2013-12-01;12.0;December;2013.0
237;Government;France;Paseo;Medium;1303.0;10.0;20.0;26060.0;1303.0;24757.0;13030.0;11727.0;2014-02-01;2.0;February;2014.0
238;Enterprise;United States of America;Paseo;Medium;2992.0;10.0;125.0;374000.0;18700.0;355300.0;359040.0;-3740.0;2014-03-01;3.0;March;2014.0
239;Enterprise;France;Paseo;Medium;2385.0;10.0;125.0;298125.0;14906.25;283218.75;286200.0;-2981.25;2014-03-01;3.0;March;2014.0
240;Small Business;Mexico;Paseo;Medium;1607.0;10.0;300.0;482100.0;24105.0;457995.0;401750.0;56245.0;2014-04-01;4.0;April;2014.0
241;Government;United States of America;Paseo;Medium;2327.0;10.0;7.0;16289.0;814.45;15474.55;11635.0;3839.549999999999;2014-05-01;5.0;May;2014.0
242;Small Business;United States of America;Paseo;Medium;991.0;10.0;300.0;297300.0;14865.0;282435.0;247750.0;34685.0;2014-06-01;6.0;June;2014.0
243;Government;United States of America;Paseo;Medium;602.0;10.0;350.0;210700.0;10535.0;200165.0;156520.0;43645.0;2014-06-01;6.0;June;2014.0
244;Midmarket;France;Paseo;Medium;2620.0;10.0;15.0;39300.0;1965.0;37335.0;26200.0;11135.0;2014-09-01;9.0;September;2014.0
245;Government;Canada;Paseo;Medium;1228.0;10.0;350.0;429800.0;21490.0;408310.0;319280.0;89030.0;2013-10-01;10.0;October;2013.0
246;Government;Canada;Paseo;Medium;1389.0;10.0;20.0;27780.0;1389.0;26391.0;13890.0;12501.0;2013-10-01;10.0;October;2013.0
247;Enterprise;United States of America;Paseo;Medium;861.0;10.0;125.0;107625.0;5381.25;102243.75;103320.0;-1076.25;2014-10-01;10.0;October;2014.0
248;Enterprise;France;Paseo;Medium;704.0;10.0;125.0;88000.0;4400.0;83600.0;84480.0;-880.0;2013-10-01;10.0;October;2013.0
249;Government;Canada;Paseo;Medium;1802.0;10.0;20.0;36040.0;1802.0;34238.0;18020.0;16218.0;2013-12-01;12.0;December;2013.0
250;Government;United States of America;Paseo;Medium;2663.0;10.0;20.0;53260.0;2663.0;50597.0;26630.0;23967.0;2014-12-01;12.0;December;2014.0
251;Government;France;Paseo;Medium;2136.0;10.0;7.0;14952.0;747.6;14204.4;10680.0;3524.4;2013-12-01;12.0;December;2013.0
252;Midmarket;Germany;Paseo;Medium;2116.0;10.0;15.0;31740.0;1587.0;30153.0;21160.0;8993.0;2013-12-01;12.0;December;2013.0
253;Midmarket;United States of America;Velo;Medium;555.0;120.0;15.0;8325.0;416.25;7908.75;5550.0;2358.75;2014-01-01;1.0;January;2014.0
254;Midmarket;Mexico;Velo;Medium;2861.0;120.0;15.0;42915.0;2145.75;40769.25;28610.0;12159.25;2014-01-01;1.0;January;2014.0
255;Enterprise;Germany;Velo;Medium;807.0;120.0;125.0;100875.0;5043.75;95831.25;96840.0;-1008.75;2014-02-01;2.0;February;2014.0
256;Government;United States of America;Velo;Medium;602.0;120.0;350.0;210700.0;10535.0;200165.0;156520.0;43645.0;2014-06-01;6.0;June;2014.0
257;Government;United States of America;Velo;Medium;2832.0;120.0;20.0;56640.0;2832.0;53808.0;28320.0;25488.0;2014-08-01;8.0;August;2014.0
258;Government;France;Velo;Medium;1579.0;120.0;20.0;31580.0;1579.0;30001.0;15790.0;14211.0;2014-08-01;8.0;August;2014.0
259;Enterprise;United States of America;Velo;Medium;861.0;120.0;125.0;107625.0;5381.25;102243.75;103320.0;-1076.25;2014-10-01;10.0;October;2014.0
260;Enterprise;France;Velo;Medium;704.0;120.0;125.0;88000.0;4400.0;83600.0;84480.0;-880.0;2013-10-01;10.0;October;2013.0
261;Government;France;Velo;Medium;1033.0;120.0;20.0;20660.0;1033.0;19627.0;10330.0;9297.0;2013-12-01;12.0;December;2013.0
262;Small Business;Germany;Velo;Medium;1250.0;120.0;300.0;375000.0;18750.0;356250.0;312500.0;43750.0;2014-12-01;12.0;December;2014.0
263;Government;Canada;VTT;Medium;1389.0;250.0;20.0;27780.0;1389.0;26391.0;13890.0;12501.0;2013-10-01;10.0;October;2013.0
264;Government;United States of America;VTT;Medium;1265.0;250.0;20.0;25300.0;1265.0;24035.0;12650.0;11385.0;2013-11-01;11.0;November;2013.0
265;Government;Germany;VTT;Medium;2297.0;250.0;20.0;45940.0;2297.0;43643.0;22970.0;20673.0;2013-11-01;11.0;November;2013.0
266;Government;United States of America;VTT;Medium;2663.0;250.0;20.0;53260.0;2663.0;50597.0;26630.0;23967.0;2014-12-01;12.0;December;2014.0
267;Government;United States of America;VTT;Medium;570.0;250.0;7.0;3990.0;199.5;3790.5;2850.0;940.5;2014-12-01;12.0;December;2014.0
268;Government;France;VTT;Medium;2487.0;250.0;7.0;17409.0;870.45;16538.55;12435.0;4103.549999999998;2014-12-01;12.0;December;2014.0
269;Government;Germany;Amarilla;Medium;1350.0;260.0;350.0;472500.0;23625.0;448875.0;351000.0;97875.0;2014-02-01;2.0;February;2014.0
270;Government;Canada;Amarilla;Medium;552.0;260.0;350.0;193200.0;9660.0;183540.0;143520.0;40020.0;2014-08-01;8.0;August;2014.0
271;Government;Canada;Amarilla;Medium;1228.0;260.0;350.0;429800.0;21490.0;408310.0;319280.0;89030.0;2013-10-01;10.0;October;2013.0
272;Small Business;Germany;Amarilla;Medium;1250.0;260.0;300.0;375000.0;18750.0;356250.0;312500.0;43750.0;2014-12-01;12.0;December;2014.0
273;Midmarket;France;Paseo;Medium;3801.0;10.0;15.0;57015.0;3420.9;53594.10000000001;38010.0;15584.100000000002;2014-04-01;4.0;April;2014.0
274;Government;United States of America;Carretera;Medium;1117.5;3.0;20.0;22350.0;1341.0;21009.0;11175.0;9834.0;2014-01-01;1.0;January;2014.0
275;Midmarket;Canada;Carretera;Medium;2844.0;3.0;15.0;42660.0;2559.6;40100.4;28440.0;11660.4;2014-06-01;6.0;June;2014.0
276;Channel Partners;Mexico;Carretera;Medium;562.0;3.0;12.0;6744.0;404.64;6339.36;1686.0;4653.36;2014-09-01;9.0;September;2014.0
277;Channel Partners;Canada;Carretera;Medium;2299.0;3.0;12.0;27588.0;1655.28;25932.72;6897.0;19035.72;2013-10-01;10.0;October;2013.0
278;Midmarket;United States of America;Carretera;Medium;2030.0;3.0;15.0;30450.0;1827.0;28623.0;20300.0;8323.0;2014-11-01;11.0;November;2014.0
279;Government;United States of America;Carretera;Medium;263.0;3.0;7.0;1841.0;110.46;1730.54;1315.0;415.54;2013-11-01;11.0;November;2013.0
280;Enterprise;Germany;Carretera;Medium;887.0;3.0;125.0;110875.0;6652.5;104222.5;106440.0;-2217.5;2013-12-01;12.0;December;2013.0
281;Government;Mexico;Montana;Medium;980.0;5.0;350.0;343000.0;20580.0;322420.0;254800.0;67620.0;2014-04-01;4.0;April;2014.0
282;Government;Germany;Montana;Medium;1460.0;5.0;350.0;511000.0;30660.0;480340.0;379600.0;100740.0;2014-05-01;5.0;May;2014.0
283;Government;France;Montana;Medium;1403.0;5.0;7.0;9821.0;589.26;9231.74;7015.0;2216.74;2013-10-01;10.0;October;2013.0
284;Channel Partners;United States of America;Montana;Medium;2723.0;5.0;12.0;32676.0;1960.56;30715.44;8169.0;22546.44;2014-11-01;11.0;November;2014.0
285;Government;France;Paseo;Medium;1496.0;10.0;350.0;523600.0;31416.0;492184.0;388960.0;103224.0;2014-06-01;6.0;June;2014.0
286;Channel Partners;Canada;Paseo;Medium;2299.0;10.0;12.0;27588.0;1655.28;25932.72;6897.0;19035.72;2013-10-01;10.0;October;2013.0
287;Government;United States of America;Paseo;Medium;727.0;10.0;350.0;254450.0;15267.0;239183.0;189020.0;50163.0;2013-10-01;10.0;October;2013.0
288;Enterprise;Canada;Velo;Medium;952.0;120.0;125.0;119000.0;7140.0;111860.0;114240.0;-2380.0;2014-02-01;2.0;February;2014.0
289;Enterprise;United States of America;Velo;Medium;2755.0;120.0;125.0;344375.0;20662.5;323712.5;330600.0;-6887.5;2014-02-01;2.0;February;2014.0
290;Midmarket;Germany;Velo;Medium;1530.0;120.0;15.0;22950.0;1377.0;21573.0;15300.0;6273.0;2014-05-01;5.0;May;2014.0
291;Government;France;Velo;Medium;1496.0;120.0;350.0;523600.0;31416.0;492184.0;388960.0;103224.0;2014-06-01;6.0;June;2014.0
292;Government;Mexico;Velo;Medium;1498.0;120.0;7.0;10486.0;629.16;9856.84;7490.0;2366.84;2014-06-01;6.0;June;2014.0
293;Small Business;France;Velo;Medium;1221.0;120.0;300.0;366300.0;21978.0;344322.0;305250.0;39072.0;2013-10-01;10.0;October;2013.0
294;Government;France;Velo;Medium;2076.0;120.0;350.0;726600.0;43596.0;683004.0;539760.0;143244.0;2013-10-01;10.0;October;2013.0
295;Midmarket;Canada;VTT;Medium;2844.0;250.0;15.0;42660.0;2559.6;40100.4;28440.0;11660.4;2014-06-01;6.0;June;2014.0
296;Government;Mexico;VTT;Medium;1498.0;250.0;7.0;10486.0;629.16;9856.84;7490.0;2366.84;2014-06-01;6.0;June;2014.0
297;Small Business;France;VTT;Medium;1221.0;250.0;300.0;366300.0;21978.0;344322.0;305250.0;39072.0;2013-10-01;10.0;October;2013.0
298;Government;Mexico;VTT;Medium;1123.0;250.0;20.0;22460.0;1347.6;21112.4;11230.0;9882.4;2013-11-01;11.0;November;2013.0
299;Small Business;Canada;VTT;Medium;2436.0;250.0;300.0;730800.0;43848.0;686952.0;609000.0;77952.0;2013-12-01;12.0;December;2013.0
300;Enterprise;France;Amarilla;Medium;1987.5;260.0;125.0;248437.5;14906.25;233531.25;238500.0;-4968.75;2014-01-01;1.0;January;2014.0
301;Government;Mexico;Amarilla;Medium;1679.0;260.0;350.0;587650.0;35259.0;552391.0;436540.0;115851.0;2014-09-01;9.0;September;2014.0
302;Government;United States of America;Amarilla;Medium;727.0;260.0;350.0;254450.0;15267.0;239183.0;189020.0;50163.0;2013-10-01;10.0;October;2013.0
303;Government;France;Amarilla;Medium;1403.0;260.0;7.0;9821.0;589.26;9231.74;7015.0;2216.74;2013-10-01;10.0;October;2013.0
304;Government;France;Amarilla;Medium;2076.0;260.0;350.0;726600.0;43596.0;683004.0;539760.0;143244.0;2013-10-01;10.0;October;2013.0
305;Government;France;Montana;Medium;1757.0;5.0;20.0;35140.0;2108.4;33031.6;17570.0;15461.6;2013-10-01;10.0;October;2013.0
306;Midmarket;United States of America;Paseo;Medium;2198.0;10.0;15.0;32970.0;1978.2;30991.8;21980.0;9011.8;2014-08-01;8.0;August;2014.0
307;Midmarket;Germany;Paseo;Medium;1743.0;10.0;15.0;26145.0;1568.7;24576.3;17430.0;7146.299999999997;2014-08-01;8.0;August;2014.0
308;Midmarket;United States of America;Paseo;Medium;1153.0;10.0;15.0;17295.0;1037.7;16257.3;11530.0;4727.299999999998;2014-10-01;10.0;October;2014.0
309;Government;France;Paseo;Medium;1757.0;10.0;20.0;35140.0;2108.4;33031.6;17570.0;15461.6;2013-10-01;10.0;October;2013.0
310;Government;Germany;Velo;Medium;1001.0;120.0;20.0;20020.0;1201.2;18818.8;10010.0;8808.8;2014-08-01;8.0;August;2014.0
311;Government;Mexico;Velo;Medium;1333.0;120.0;7.0;9331.0;559.86;8771.14;6665.0;2106.1399999999994;2014-11-01;11.0;November;2014.0
312;Midmarket;United States of America;VTT;Medium;1153.0;250.0;15.0;17295.0;1037.7;16257.3;11530.0;4727.299999999998;2014-10-01;10.0;October;2014.0
313;Channel Partners;Mexico;Carretera;Medium;727.0;3.0;12.0;8724.0;610.68;8113.32;2181.0;5932.32;2014-02-01;2.0;February;2014.0
314;Channel Partners;Canada;Carretera;Medium;1884.0;3.0;12.0;22608.0;1582.56;21025.44;5652.0;15373.44;2014-08-01;8.0;August;2014.0
315;Government;Mexico;Carretera;Medium;1834.0;3.0;20.0;36680.0;2567.6;34112.4;18340.0;15772.4;2013-09-01;9.0;September;2013.0
316;Channel Partners;Mexico;Montana;Medium;2340.0;5.0;12.0;28080.0;1965.6;26114.4;7020.0;19094.4;2014-01-01;1.0;January;2014.0
317;Channel Partners;France;Montana;Medium;2342.0;5.0;12.0;28104.0;1967.28;26136.72;7026.0;19110.72;2014-11-01;11.0;November;2014.0
318;Government;France;Paseo;Medium;1031.0;10.0;7.0;7217.0;505.19;6711.81;5155.0;1556.8100000000006;2013-09-01;9.0;September;2013.0
319;Midmarket;Canada;Velo;Medium;1262.0;120.0;15.0;18930.0;1325.1;17604.9;12620.0;4984.9000000000015;2014-05-01;5.0;May;2014.0
320;Government;Canada;Velo;Medium;1135.0;120.0;7.0;7945.0;556.15;7388.85;5675.0;1713.8500000000006;2014-06-01;6.0;June;2014.0
321;Government;United States of America;Velo;Medium;547.0;120.0;7.0;3829.0;268.03;3560.970000000001;2735.0;825.9700000000003;2014-11-01;11.0;November;2014.0
322;Government;Canada;Velo;Medium;1582.0;120.0;7.0;11074.0;775.18;10298.82;7910.0;2388.82;2014-12-01;12.0;December;2014.0
323;Channel Partners;France;VTT;Medium;1738.5;250.0;12.0;20862.0;1460.34;19401.66;5215.5;14186.16;2014-04-01;4.0;April;2014.0
324;Channel Partners;Germany;VTT;Medium;2215.0;250.0;12.0;26580.0;1860.6;24719.4;6645.0;18074.4;2013-09-01;9.0;September;2013.0
325;Government;Canada;VTT;Medium;1582.0;250.0;7.0;11074.0;775.18;10298.82;7910.0;2388.82;2014-12-01;12.0;December;2014.0
326;Government;Canada;Amarilla;Medium;1135.0;260.0;7.0;7945.0;556.15;7388.85;5675.0;1713.8500000000006;2014-06-01;6.0;June;2014.0
327;Government;United States of America;Carretera;Medium;1761.0;3.0;350.0;616350.0;43144.5;573205.5;457860.0;115345.5;2014-03-01;3.0;March;2014.0
328;Small Business;France;Carretera;Medium;448.0;3.0;300.0;134400.0;9408.0;124992.0;112000.0;12992.0;2014-06-01;6.0;June;2014.0
329;Small Business;France;Carretera;Medium;2181.0;3.0;300.0;654300.0;45801.0;608499.0;545250.0;63249.0;2014-10-01;10.0;October;2014.0
330;Government;France;Montana;Medium;1976.0;5.0;20.0;39520.0;2766.4;36753.6;19760.0;16993.6;2014-10-01;10.0;October;2014.0
331;Small Business;France;Montana;Medium;2181.0;5.0;300.0;654300.0;45801.0;608499.0;545250.0;63249.0;2014-10-01;10.0;October;2014.0
332;Enterprise;Germany;Montana;Medium;2500.0;5.0;125.0;312500.0;21875.0;290625.0;300000.0;-9375.0;2013-11-01;11.0;November;2013.0
333;Small Business;Canada;Paseo;Medium;1702.0;10.0;300.0;510600.0;35742.0;474858.0;425500.0;49358.0;2014-05-01;5.0;May;2014.0
334;Small Business;France;Paseo;Medium;448.0;10.0;300.0;134400.0;9408.0;124992.0;112000.0;12992.0;2014-06-01;6.0;June;2014.0
335;Enterprise;Germany;Paseo;Medium;3513.0;10.0;125.0;439125.0;30738.75;408386.25;421560.0;-13173.75;2014-07-01;7.0;July;2014.0
336;Midmarket;France;Paseo;Medium;2101.0;10.0;15.0;31515.0;2206.05;29308.95;21010.0;8298.95;2014-08-01;8.0;August;2014.0
337;Midmarket;United States of America;Paseo;Medium;2931.0;10.0;15.0;43965.0;3077.55;40887.45;29310.0;11577.449999999995;2013-09-01;9.0;September;2013.0
338;Government;France;Paseo;Medium;1535.0;10.0;20.0;30700.0;2149.0;28551.0;15350.0;13201.0;2014-09-01;9.0;September;2014.0
339;Small Business;Germany;Paseo;Medium;1123.0;10.0;300.0;336900.0;23583.0;313317.0;280750.0;32567.0;2013-09-01;9.0;September;2013.0
340;Small Business;Canada;Paseo;Medium;1404.0;10.0;300.0;421200.0;29484.0;391716.0;351000.0;40716.0;2013-11-01;11.0;November;2013.0
341;Channel Partners;Mexico;Paseo;Medium;2763.0;10.0;12.0;33156.0;2320.92;30835.08;8289.0;22546.08;2013-11-01;11.0;November;2013.0
342;Government;Germany;Paseo;Medium;2125.0;10.0;7.0;14875.0;1041.25;13833.75;10625.0;3208.75;2013-12-01;12.0;December;2013.0
343;Small Business;France;Velo;Medium;1659.0;120.0;300.0;497700.0;34839.0;462861.0;414750.0;48111.0;2014-07-01;7.0;July;2014.0
344;Government;Mexico;Velo;Medium;609.0;120.0;20.0;12180.0;852.6;11327.4;6090.0;5237.4;2014-08-01;8.0;August;2014.0
345;Enterprise;Germany;Velo;Medium;2087.0;120.0;125.0;260875.0;18261.25;242613.75;250440.0;-7826.25;2014-09-01;9.0;September;2014.0
346;Government;France;Velo;Medium;1976.0;120.0;20.0;39520.0;2766.4;36753.6;19760.0;16993.6;2014-10-01;10.0;October;2014.0
347;Government;United States of America;Velo;Medium;1421.0;120.0;20.0;28420.0;1989.4;26430.6;14210.0;12220.6;2013-12-01;12.0;December;2013.0
348;Small Business;United States of America;Velo;Medium;1372.0;120.0;300.0;411600.0;28812.0;382788.0;343000.0;39788.0;2014-12-01;12.0;December;2014.0
349;Government;Germany;Velo;Medium;588.0;120.0;20.0;11760.0;823.2;10936.8;5880.0;5056.799999999998;2013-12-01;12.0;December;2013.0
350;Channel Partners;Canada;VTT;Medium;3244.5;250.0;12.0;38934.0;2725.38;36208.62;9733.5;26475.12000000001;2014-01-01;1.0;January;2014.0
351;Small Business;France;VTT;Medium;959.0;250.0;300.0;287700.0;20139.0;267561.0;239750.0;27811.0;2014-02-01;2.0;February;2014.0
352;Small Business;Mexico;VTT;Medium;2747.0;250.0;300.0;824100.0;57687.0;766413.0;686750.0;79663.0;2014-02-01;2.0;February;2014.0
353;Enterprise;Canada;Amarilla;Medium;1645.0;260.0;125.0;205625.0;14393.75;191231.25;197400.0;-6168.75;2014-05-01;5.0;May;2014.0
